Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4809087244,MBT7308,PA,PAS,10/27/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0448P,,QN,,,SB WOODHAVEN BLVD @,FURMANVILLE AVE,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809056995,LVZ5473,PA,PAS,10/30/2022,36,SDN,LEXUS,V,0,10910,0,0,,0,0,0,,,0705P,,QN,,,SB FRESH POND RD @ 5,9TH AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809057902,LLP4329,PA,PAS,10/30/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0720P,,BK,,,SB KNAPP ST @ HARKNE,SS AVE,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809060962,JZR9803,PA,PAS,10/30/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0807P,,MN,,,NB 12TH AVE @ 23RD S,T,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809169534,LXY9407,PA,PAS,10/29/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0218A,,BK,,,EB ATLANTIC AVE @ NE,W YORK AVE,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809194942,LRK4291,PA,PAS,10/29/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1217P,,BK,,,SB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809176137,LLY0855,PA,PAS,10/29/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0510A,,QN,,,EB ROCKAWAY BLVD @ 1,00TH ST,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809356206,LZZ4223,PA,PAS,10/29/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0634P,,BK,,,SB KNAPP ST @ HARKNE,SS AVE,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809356917,LMZ1984,PA,PAS,10/29/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0728P,,MN,,,SB BROADWAY @ W 120T,H ST,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809387987,LRK4291,PA,PAS,10/30/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1050A,,BK,,,SB KINGS HWY @ TILDE,N AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809398389,LYM1180,PA,PAS,10/30/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0252P,,BK,,,SB REMSEN AVE @ FARR,AGUT RD,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809414772,LBF6823,PA,PAS,10/31/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0142A,,BK,,,SB PENNSYLVANIA AVE,@ BLAKE AVE,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809336943,KBB6281,PA,PAS,10/29/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0759A,,BK,,,SB E 98TH ST @ WILMO,HR ST,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809344290,KMN4320,PA,PAS,10/29/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1110A,,BK,,,WB N. CONDUIT BLVD @,76TH ST,0,1180,B,T,,,,,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809380440,LZM0033,PA,PAS,10/30/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0827A,,BK,,,SB OCEAN PKWY @ BEVE,RLEY RD,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809459007,LVG3723,PA,PAS,11/01/2022,36,SDN,LEXUS,V,0,40404,40404,0,,0,0,0,,,0939A,,BK,,,NB OCEAN AVE @ AVE Y,,0,1180,B,T,,,,,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809522659,KHZ3442,PA,PAS,10/28/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0629P,,BK,,,SB E 108TH ST @ FLAT,LANDS 3RD ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809501449,LLP4329,PA,PAS,11/01/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0743P,,BK,,,EB SHORE PKWY @ E 29,TH ST,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809450223,LNJ1887,PA,PAS,11/01/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0644A,,QN,,,WB HILLSIDE AVE @ 23,1ST ST,0,1180,B,T,,,,,,2005,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809567886,KSG2373,PA,PAS,10/30/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0409P,,QN,,,NB CROSS BAY BLVD @,159TH AVE,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809574740,MBB1373,PA,PAS,10/31/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0428A,,QN,,,NB BEACH 9TH ST @ CA,FFREY ST,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809569469,JPK4025,PA,PAS,10/30/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0538P,,QN,,,EB S CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,,,1998,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809579890,LST7597,PA,PAS,10/31/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1123A,,MN,,,NB 12TH AVE @ 23RD S,T,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809541824,LWG0148,PA,PAS,10/29/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0226P,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809612510,LRJ2802,PA,PAS,11/01/2022,36,SDN,LEXUS,V,10810,40404,40404,0,,0,0,0,,,0819P,,BK,,,WB 20TH ST @ 8TH AVE,,0,1180,B,T,,,,,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809620396,LBF6823,PA,PAS,11/02/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0131A,,BK,,,EB CONDUIT BLVD @ GL,ENMORE AVE,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809620414,LBF6823,PA,PAS,11/02/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0132A,,BK,,,EB S CONDUIT AVE @ S,UTTER AVE,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809620463,LBF6823,PA,PAS,11/02/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0133A,,QN,,,WB LINDEN BLVD @ AMB,ER ST,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809620566,LBF6823,PA,PAS,11/02/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0135A,,BK,,,WB LINDEN BLVD @ MIL,FORD ST,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809680320,LXM0451,PA,PAS,11/02/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0644P,,BK,,,WB FLUSHING AVE @ TH,ROOP AVE,0,1180,B,T,,,,,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809656238,LFM2205,PA,PAS,11/02/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1245P,,BK,,,SB SHORE RD @ 83RD S,T,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811184592,LST5404,PA,PAS,11/10/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0702A,,BK,,,NB OCEAN AVE @ QUENT,IN RD,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811173831,LZA7933,PA,PAS,11/10/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0416A,,BX,,,WB BRUCKNER BLVD @ F,TELEY AVE,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811175505,JFL1272,PA,PAS,11/10/2022,36,SDN,LEXUS,V,17390,40404,40404,0,,0,0,0,,,0454A,,MN,,,SB AVE C @ E 20TH ST,,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811323282,LNJ3935,PA,PAS,11/10/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0528P,,QN,,,SB VAN WYCK EXPWY @,102ND AVE,0,1180,B,T,,,,,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811280647,LXF7964,PA,PAS,11/10/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1123A,,QN,,,NB 116TH AVE @ 158TH,ST,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811334061,LCZ3735,PA,PAS,11/10/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0804P,,QN,,,SB 160TH ST @ 109TH,AVE,0,1180,B,T,,,,,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811335960,KPF6172,PA,PAS,11/10/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0830P,,QN,,,EB ASTORIA BLVD @ 11,0TH ST,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811394422,LDH2646,PA,PAS,11/11/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0854A,,BK,,,NB TROY AVE @ UNION,ST,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811395608,LMV6321,PA,PAS,11/11/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0904A,,BK,,,SB E 80TH ST @ PAERD,EGAT 3RD ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811414895,LRD2031,PA,PAS,11/11/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1129A,,BK,,,EB SHORE PKWY @ OCEA,N PKWY,0,1180,B,T,,,,,,1998,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811416181,LTB1129,PA,PAS,11/11/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1140A,,QN,,,EB S CONDUIT AVE @ 2,45TH ST,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811417665,LSJ0316,PA,PAS,11/11/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1152A,,BK,,,EB S CONDUIT AVE @ S,UTTER AVE,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811465660,KYW8090,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1201A,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811469434,LDR4082,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0101A,,BK,,,NB BAY PKWY @ BENSON,AVE,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811494581,LMV6321,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0915A,,BK,,,SB E 80TH ST @ PAERD,EGAT 3RD ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811596316,LLL0395,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0641A,,BK,,,EB ATLANTIC AVE @ SH,EFFIELD AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811549478,LTR7536,PA,PAS,11/09/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0604P,,BK,,,SB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811642284,JCF9355,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0123P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,,,1996,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811626102,KYJ7892,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1150A,,BK,,,SB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811660481,LBE9522,PA,PAS,11/12/2022,36,SDN,LEXUS,V,25645,40404,40404,0,,0,0,0,,,0309P,,QN,,,SB MAIN ST @ 82ND DR,,0,1180,B,T,,,,,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811709482,LNC5342,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1029P,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811738792,LWE3432,PA,PAS,11/13/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0301A,,BX,,,SB EDGEWATER RD @ LA,FAYETTE AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811744895,LWE3432,PA,PAS,11/13/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0414A,,BX,,,WB BRUCKNER BLVD @ B,ROOK AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811711415,LBF6823,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,40404,40404,0,,0,0,0,,,1044P,,BK,,,NB KINGS HWY @ AVE N,,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811711579,LBF6823,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1045P,,BK,,,NB KINGS HWY @ E 40T,H ST,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811724793,LNC5342,PA,PAS,11/13/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1244A,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811717806,LBF6823,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1141P,,BK,,,NB PENNSYLVANIA AVE,@ RIVERDALE AVE,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811717971,LBF6823,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1143P,,BK,,,NB PENNSYLVANIA AVE,@ SUTTER AVE,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811731037,LRJ2802,PA,PAS,11/13/2022,36,SDN,LEXUS,V,10410,40404,40404,0,,0,0,0,,,0142A,,BK,,,NB 5TH AVE @ 32ND ST,,0,1180,B,T,,,,,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811849978,LXG3512,PA,PAS,11/13/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1024A,,BX,,,NB UNIVERSITY AVE @,W BURNSIDE AVE,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811914508,LYT2019,PA,PAS,11/13/2022,36,SDN,LEXUS,V,33950,40404,40404,0,,0,0,0,,,0414P,,BK,,,EB AVE P @ W 9TH ST,,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811926766,LVK9371,PA,PAS,11/13/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0600P,,ST,,,NB ARLENE ST @ SOMME,R AVE,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811956140,LYJ7574,PA,PAS,11/13/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1044P,,ST,,,SB RICHMOND RD @ CON,CORD PL,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811977336,KWY1816,PA,PAS,11/14/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0500A,,BK,,,EB FOSTER AVE @ E 89,TH ST,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4811981730,LJK1483,PA,PAS,11/14/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0548A,,BK,,,SB PROSPECT PARK SOU,THWEST @ WINDSOR PL,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812003659,LRK4291,PA,PAS,11/14/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1012A,,BK,,,EB ATLANTIC AVE @ PL,EASANT PL,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812025862,LRK4291,PA,PAS,11/14/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0112P,,BK,,,WB N. CONDUIT BLVD @,76TH ST,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812026908,KMF7643,PA,PAS,11/14/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0121P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812007537,LVG8852,PA,PAS,11/14/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1042A,,QN,,,SB WOODHAVEN BLVD @,88TH AVE,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812068058,KPJ5304,PA,PAS,11/12/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0706P,,BK,,,EB FLATLANDS AVE @ E,88TH ST,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812122491,LWS9218,PA,PAS,11/14/2022,36,SDN,LEXUS,V,10210,40404,40404,0,,0,0,0,,,0812P,,BK,,,NB 3RD AVE @ 41ST ST,,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812122715,LWS9218,PA,PAS,11/14/2022,36,SDN,LEXUS,V,10210,40404,40404,0,,0,0,0,,,0815P,,BK,,,EB 3RD AVE @ 27TH ST,,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812200180,LYD4432,PA,PAS,11/15/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0121P,,BX,,,NB BRONXWOOD AVE @ M,AGENTA ST,0,1180,B,T,,,,,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812184836,LRK4291,PA,PAS,11/15/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1104A,,BK,,,EB ATLANTIC AVE @ RA,LPH AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812185919,LRK4291,PA,PAS,11/15/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1114A,,BK,,,EB CONDUIT BLVD @ GL,ENMORE AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812167700,LMV6321,PA,PAS,11/15/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0822A,,BK,,,WB SEAVIEW AVE @ E 1,04TH ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812250584,MBH6415,PA,PAS,11/16/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0721A,,BK,,,WB 86TH ST @ 17TH AV,E,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812234487,KNV7684,PA,PAS,11/15/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1109P,,MN,,,NB 10TH AVE @ W 201S,T ST,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812276950,LLZ6983,PA,PAS,11/16/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0105P,,BK,,,WB FORT HAMILTON PKW,Y @ BILLS PL,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812397248,KSZ9585,PA,PAS,11/16/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0323P,,QN,,,NB SPRINGFIELD BLVD,@ 146TH AVE,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812500588,JXR6553,PA,PAS,11/17/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0549P,,QN,,,NB CROSS BAY BLVD @,SUTTER AVE,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812471618,LPH1367,PA,PAS,11/17/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1239P,,QN,,,WB QUEENS BLVD @ 62N,D DR,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812473597,KVE1565,PA,PAS,11/17/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1256P,,QN,,,WB ASTORIA BLVD N @,42ND ST,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812479162,LRK4291,PA,PAS,11/17/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0143P,,BK,,,WB N. CONDUIT BLVD @,76TH ST,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812534033,JFF3192,PA,PAS,11/18/2022,36,SDN,LEXUS,V,33950,40404,40404,0,,0,0,0,,,0118A,,BK,,,EB AVE P @ W 9TH ST,,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812556430,LVZ5473,PA,PAS,11/18/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0750A,,QN,,,WB LINDEN BLVD @ AMB,ER ST,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812507054,KSG2373,PA,PAS,11/17/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0733P,,QN,,,NB CROSS BAY BLVD @,159TH AVE,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812518581,LXY9407,PA,PAS,11/17/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1002P,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812700863,MBZ5128,PA,PAS,11/18/2022,36,SDN,LEXUS,V,0,40404,40404,0,,0,0,0,,,0936P,,BK,,,NB KINGS HWY @ AVE I,,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812670342,LMV6321,PA,PAS,11/18/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0840A,,BK,,,WB SEAVIEW AVE @ E 1,04TH ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812718090,LNF8298,PA,PAS,11/19/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1238A,,BK,,,WB ATLANTIC AVE @ CL,ASSON AVE,0,1180,B,T,,,,,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812721714,JFF3192,PA,PAS,11/19/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0114A,,BK,,,NB BEDFORD AVE @ GAT,ES AVE,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812844794,LMH2869,PA,PAS,11/19/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1119P,,QN,,,NB CROSS BAY BLVD @,159TH AVE,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812847199,LFV7337,PA,PAS,11/19/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1146P,,QN,,,EB ROCKAWAY BLVD @ 1,30TH ST,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812847837,KWY0647,PA,PAS,11/19/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1154P,,QN,,,EB LINDEN BLVD @ EME,RALD ST,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812816087,JSX5340,PA,PAS,11/19/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0526P,,BK,,,SB OCEAN PKWY @ AVE,O,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812904304,LSG2929,PA,PAS,11/20/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1057A,,BX,,,NB LONGFELLOW AVE @,JENNINGS ST,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4812885486,MBH6415,PA,PAS,11/20/2022,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0826A,,BK,,,NB CONEY ISLAND AVE,@ AVE P,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
